URL,Question,Option A,Option B,Option C,Option D,GT,Prompt,answer
https://attack.mitre.org/techniques/T1546/013,What PowerShell command can be used to bypass the execution of PowerShell profiles during a session?,powershell -profile,powershell -noprofile,powershell -noexecutionpolicy,powershell -file,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What PowerShell command can be used to bypass the execution of PowerShell profiles during a session?   Options:  A) powershell -profile  B) powershell -noprofile  C) powershell -noexecutionpolicy  D) powershell -file  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1546/013,Which of the following is NOT a recommended location for storing PowerShell profiles?,$PsHome\Profile.ps1,$Home\My Documents\PowerShell\Profile.ps1,$Home\AppData\Local\Microsoft\Windows\PowerShell\Profile.ps1,$PsHome\Microsoft.PowerShellISE_profile.ps1,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following is NOT a recommended location for storing PowerShell profiles?   Options:  A) $PsHome\Profile.ps1  B) $Home\My Documents\PowerShell\Profile.ps1  C) $Home\AppData\Local\Microsoft\Windows\PowerShell\Profile.ps1  D) $PsHome\Microsoft.PowerShellISE_profile.ps1  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1546/014,Which MITRE ATT&CK technique ID and name does the exploitation of emond to achieve persistence align with?,T1037,T1546.003,T1547.001,T1543.003,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK technique ID and name does the exploitation of emond to achieve persistence align with?   Options:  A) T1037  B) T1546.003  C) T1547.001  D) T1543.003  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1546/014,What is the key configuration file that enables the adversary to craft a malicious emond rule to gain persistence on a macOS system?,/System/Library/LaunchDaemons/com.apple.emond.plist,/etc/emond.d/rules/,/private/var/db/emondClients,/sbin/emond,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the key configuration file that enables the adversary to craft a malicious emond rule to gain persistence on a macOS system?   Options:  A) /System/Library/LaunchDaemons/com.apple.emond.plist  B) /etc/emond.d/rules/  C) /private/var/db/emondClients  D) /sbin/emond  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1546/014,What is the potential impact of a successful emond exploitation by an adversary in terms of privilege escalation?,Escalation from standard user to administrator,Escalation from administrator to root,Escalation from guest to administrator,Escalation from root to privileged user,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the potential impact of a successful emond exploitation by an adversary in terms of privilege escalation?   Options:  A) Escalation from standard user to administrator  B) Escalation from administrator to root  C) Escalation from guest to administrator  D) Escalation from root to privileged user  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1546/014,"Which MITRE ATT&CK data source and component is most appropriate for detecting the creation of malicious emond rules, focusing on changes to relevant file locations?",DS0017 - Command - Command Execution,DS0022 - File - File Creation and File Modification,DS0009 - Process - Process Creation,DS0004 - Network - Network Connection,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK data source and component is most appropriate for detecting the creation of malicious emond rules, focusing on changes to relevant file locations?   Options:  A) DS0017 - Command - Command Execution  B) DS0022 - File - File Creation and File Modification  C) DS0009 - Process - Process Creation  D) DS0004 - Network - Network Connection  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1546/014,"Considering the scenario of an adversary exploiting emond for persistence, what is a plausible mitigation strategy based on the provided information?","Disable the ""emond"" service by removing its configuration file.","Restrict the creation of files in ""/etc/emond.d/rules/"" directory.","Monitor process creation for suspicious behavior related to ""emond"".","Implement a network-based firewall rule to block all outbound traffic from the ""emond"" service.",A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Considering the scenario of an adversary exploiting emond for persistence, what is a plausible mitigation strategy based on the provided information?   Options:  A) Disable the ""emond"" service by removing its configuration file.  B) Restrict the creation of files in ""/etc/emond.d/rules/"" directory.  C) Monitor process creation for suspicious behavior related to ""emond"".  D) Implement a network-based firewall rule to block all outbound traffic from the ""emond"" service.  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", C
https://attack.mitre.org/techniques/T1574/008,"Search order hijacking, as described in the text, is a technique used by adversaries to exploit the order in which Windows searches for programs without a specified path. Which MITRE ATT&CK technique ID and name accurately represent this behavior?",T1140,T1055,T1087,T1059.005,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Search order hijacking, as described in the text, is a technique used by adversaries to exploit the order in which Windows searches for programs without a specified path. Which MITRE ATT&CK technique ID and name accurately represent this behavior?   Options:  A) T1140  B) T1055  C) T1087  D) T1059.005  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1574/008,"According to the text, which of the following is NOT a common location where adversaries may place their malicious payloads to exploit search order hijacking?",The directory of the initiating program,The Windows system directory,The user's home directory,The directory where the calling program is located,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to the text, which of the following is NOT a common location where adversaries may place their malicious payloads to exploit search order hijacking?   Options:  A) The directory of the initiating program  B) The Windows system directory  C) The user's home directory  D) The directory where the calling program is located  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1574/008,"The text mentions that ""cmd.exe /C net user"" will execute ""net.com"" instead of ""net.exe"" if ""net.com"" is placed in the same directory as ""net.exe"". What is the reason for this behavior?",The order of executable extensions defined under PATHEXT,The order of search paths defined in the registry,"The priority given to files with the "".com"" extension","The operating system's default file association for "".com"" files",A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: The text mentions that ""cmd.exe /C net user"" will execute ""net.com"" instead of ""net.exe"" if ""net.com"" is placed in the same directory as ""net.exe"". What is the reason for this behavior?   Options:  A) The order of executable extensions defined under PATHEXT  B) The order of search paths defined in the registry  C) The priority given to files with the "".com"" extension  D) The operating system's default file association for "".com"" files  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1574/008,The text discusses several mitigation strategies for search order hijacking. Which of these mitigations involves restricting the ability of users to write files to specific directories?,M1038,M1047,M1022,M1016,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: The text discusses several mitigation strategies for search order hijacking. Which of these mitigations involves restricting the ability of users to write files to specific directories?   Options:  A) M1038  B) M1047  C) M1022  D) M1016  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", C
https://attack.mitre.org/techniques/T1574/008,Which MITRE ATT&CK data source and data component are recommended for monitoring file creation events that might indicate search order hijacking?,"DS0009, Process Creation","DS0022, File Creation","DS0013, Network","DS0015, Security Event Log",B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK data source and data component are recommended for monitoring file creation events that might indicate search order hijacking?   Options:  A) DS0009, Process Creation  B) DS0022, File Creation  C) DS0013, Network  D) DS0015, Security Event Log  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1574/009,"Which MITRE ATT&CK technique, with ID S0363, utilizes modules to exploit unquoted path vulnerabilities?",Empire,PowerSploit,Mimikatz,SharpSploit,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK technique, with ID S0363, utilizes modules to exploit unquoted path vulnerabilities?   Options:  A) Empire  B) PowerSploit  C) Mimikatz  D) SharpSploit  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1574/009,"What is the primary mitigation strategy for preventing adversaries from exploiting unquoted path vulnerabilities, according to MITRE ATT&CK?",Execution Prevention,Audit,Restrict File and Directory Permissions,Data Source Monitoring,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary mitigation strategy for preventing adversaries from exploiting unquoted path vulnerabilities, according to MITRE ATT&CK?   Options:  A) Execution Prevention  B) Audit  C) Restrict File and Directory Permissions  D) Data Source Monitoring  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1574/009,"According to the MITRE ATT&CK data source, DS0022, which of the following activities should be monitored to detect potential path interception attacks?",File deletion,File creation,Process termination,Process creation,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to the MITRE ATT&CK data source, DS0022, which of the following activities should be monitored to detect potential path interception attacks?   Options:  A) File deletion  B) File creation  C) Process termination  D) Process creation  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1574/009,"In the context of MITRE ATT&CK, which of the following techniques can be used for both persistence and privilege escalation when exploiting unquoted path vulnerabilities?",Lateral Movement,Credential Access,Command and Control,Execution,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: In the context of MITRE ATT&CK, which of the following techniques can be used for both persistence and privilege escalation when exploiting unquoted path vulnerabilities?   Options:  A) Lateral Movement  B) Credential Access  C) Command and Control  D) Execution  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1574/009,"What is the primary objective of ""Restrict File and Directory Permissions"" mitigation (M1022) in the context of unquoted path vulnerabilities?",To prevent adversaries from modifying system files,To restrict access to sensitive data,To limit the ability of adversaries to write files in critical directories,To monitor file system activity for suspicious behavior,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary objective of ""Restrict File and Directory Permissions"" mitigation (M1022) in the context of unquoted path vulnerabilities?   Options:  A) To prevent adversaries from modifying system files  B) To restrict access to sensitive data  C) To limit the ability of adversaries to write files in critical directories  D) To monitor file system activity for suspicious behavior  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", C
https://attack.mitre.org/techniques/T1055/002,"What is the primary objective of using the T1055.003 - Process Injection technique, as described in the MITRE ATT&CK framework for Enterprise?",To modify a process's memory space to bypass security controls.,To replace a legitimate process with a malicious one.,To escalate privileges by gaining access to sensitive data.,To achieve persistence by injecting malicious code into a running process.,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary objective of using the T1055.003 - Process Injection technique, as described in the MITRE ATT&CK framework for Enterprise?   Options:  A) To modify a process's memory space to bypass security controls.  B) To replace a legitimate process with a malicious one.  C) To escalate privileges by gaining access to sensitive data.  D) To achieve persistence by injecting malicious code into a running process.  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/002,"According to the provided text, which of the following MITRE ATT&CK groups is known to utilize the T1055.003 - Process Injection technique?",Gorgon Group,Carbanak,GreyEnergy,Zeus Panda,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to the provided text, which of the following MITRE ATT&CK groups is known to utilize the T1055.003 - Process Injection technique?   Options:  A) Gorgon Group  B) Carbanak  C) GreyEnergy  D) Zeus Panda  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/002,Which of the following MITRE ATT&CK mitigations is specifically relevant to the T1055.003 - Process Injection technique?,M1040 - Behavior Prevention on Endpoint,M1039 - Endpoint Detection and Response,M1052 - Network Segmentation,M1054 - Data Loss Prevention,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following MITRE ATT&CK mitigations is specifically relevant to the T1055.003 - Process Injection technique?   Options:  A) M1040 - Behavior Prevention on Endpoint  B) M1039 - Endpoint Detection and Response  C) M1052 - Network Segmentation  D) M1054 - Data Loss Prevention  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/002,"Based on the provided text, what is the potential challenge associated with using DS0009 - Process data source to detect T1055.003 - Process Injection?",The high volume of data generated by monitoring API calls makes it difficult to distinguish between benign and malicious activities.,The data source does not provide information on the process injection technique itself.,The data source is only applicable to specific operating systems and environments.,The data source is not effective against sophisticated injection techniques that bypass API monitoring.,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Based on the provided text, what is the potential challenge associated with using DS0009 - Process data source to detect T1055.003 - Process Injection?   Options:  A) The high volume of data generated by monitoring API calls makes it difficult to distinguish between benign and malicious activities.  B) The data source does not provide information on the process injection technique itself.  C) The data source is only applicable to specific operating systems and environments.  D) The data source is not effective against sophisticated injection techniques that bypass API monitoring.  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1055/002,"What is a potential consequence of using T1055.003 - Process Injection, as mentioned in the provided text?",The injected code may not function correctly due to memory references remapping issues.,"The injection process may trigger anti-virus software, leading to detection.",The target process may crash or become unstable.,The injection process may expose the attacker's identity to the system.,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is a potential consequence of using T1055.003 - Process Injection, as mentioned in the provided text?   Options:  A) The injected code may not function correctly due to memory references remapping issues.  B) The injection process may trigger anti-virus software, leading to detection.  C) The target process may crash or become unstable.  D) The injection process may expose the attacker's identity to the system.  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/004,Which of the following MITRE ATT&CK techniques utilizes the NtQueueApcThread API to inject code into the APC queue?,"S0199, TURNEDUP","S0438, Attor","S1081, BADHATCH","S1085, Sardonic",B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following MITRE ATT&CK techniques utilizes the NtQueueApcThread API to inject code into the APC queue?   Options:  A) S0199, TURNEDUP  B) S0438, Attor  C) S1081, BADHATCH  D) S1085, Sardonic  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/004,What is the primary advantage of using APC injection to execute code within another process?,Evasion of anti-malware hooks,Execution in the context of a user account,Ability to access system resources,All of the above,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary advantage of using APC injection to execute code within another process?   Options:  A) Evasion of anti-malware hooks  B) Execution in the context of a user account  C) Ability to access system resources  D) All of the above  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/004,"In the context of MITRE ATT&CK Enterprise, what is the primary method for mitigating APC injection techniques?",Monitoring system logs for suspicious events,Implementing a process-based defense,Using a network firewall to block suspicious connections,All of the above,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: In the context of MITRE ATT&CK Enterprise, what is the primary method for mitigating APC injection techniques?   Options:  A) Monitoring system logs for suspicious events  B) Implementing a process-based defense  C) Using a network firewall to block suspicious connections  D) All of the above  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/004,"Which of the following MITRE ATT&CK techniques uses a ""Early Bird injection"" method to inject code into a process before its entry point?","S1081, BADHATCH","S0260, InvisiMole","S0199, TURNEDUP","S0484, Carberp",C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following MITRE ATT&CK techniques uses a ""Early Bird injection"" method to inject code into a process before its entry point?   Options:  A) S1081, BADHATCH  B) S0260, InvisiMole  C) S0199, TURNEDUP  D) S0484, Carberp  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/004,Which of the following MITRE ATT&CK techniques leverages the global atom table in its APC injection method?,"S1039, Bumblebee","S1018, Saint Bot","S0483, IcedID","S0484, Carberp",A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following MITRE ATT&CK techniques leverages the global atom table in its APC injection method?   Options:  A) S1039, Bumblebee  B) S1018, Saint Bot  C) S0483, IcedID  D) S0484, Carberp  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/005,What MITRE ATT&CK technique ID corresponds to the malicious use of thread local storage callbacks?,T1055,T1059.005,S0386,T1115,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What MITRE ATT&CK technique ID corresponds to the malicious use of thread local storage callbacks?   Options:  A) T1055  B) T1059.005  C) S0386  D) T1115  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1055/005,What MITRE ATT&CK mitigation ID is associated with blocking process injection techniques?,M1040,M1045,M1064,M1038,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What MITRE ATT&CK mitigation ID is associated with blocking process injection techniques?   Options:  A) M1040  B) M1045  C) M1064  D) M1038  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1055/005,Which Windows API call is most likely used to modify the memory of another process for the purpose of TLS callback injection?,CreateRemoteThread,VirtualAllocEx,SuspendThread/SetThreadContext/ResumeThread,NtQuerySystemInformation,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which Windows API call is most likely used to modify the memory of another process for the purpose of TLS callback injection?   Options:  A) CreateRemoteThread  B) VirtualAllocEx  C) SuspendThread/SetThreadContext/ResumeThread  D) NtQuerySystemInformation  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", B
https://attack.mitre.org/techniques/T1055/005,Which of the following is NOT a potential benefit of using TLS callback injection to execute malicious code?,Evading process-based defenses,Elevate privileges,Achieving persistence,Masking execution under a legitimate process,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following is NOT a potential benefit of using TLS callback injection to execute malicious code?   Options:  A) Evading process-based defenses  B) Elevate privileges  C) Achieving persistence  D) Masking execution under a legitimate process  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", D
https://attack.mitre.org/techniques/T1055/005,Which data source component is most relevant to detecting TLS callback injection?,Process Access,Process Modification,Network Traffic,Registry,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which data source component is most relevant to detecting TLS callback injection?   Options:  A) Process Access  B) Process Modification  C) Network Traffic  D) Registry  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", C
https://attack.mitre.org/techniques/T1055/008,Which MITRE ATT&CK technique ID is associated with the use of PTRACE to attach to a process and read its memory?,T1127,S1109,T1055,T1543,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK technique ID is associated with the use of PTRACE to attach to a process and read its memory?   Options:  A) T1127  B) S1109  C) T1055  D) T1543  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/008,What is the primary function of the PTRACE_SETREGS system call in the context of ptrace system call injection?,To copy data to a specific memory address in the target process,To read the memory of the target process,To set the register containing the next instruction to execute,To attach to the target process,C,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary function of the PTRACE_SETREGS system call in the context of ptrace system call injection?   Options:  A) To copy data to a specific memory address in the target process  B) To read the memory of the target process  C) To set the register containing the next instruction to execute  D) To attach to the target process  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", C
https://attack.mitre.org/techniques/T1055/008,Which MITRE ATT&CK mitigation technique can be used to restrict the use of ptrace to privileged users only?,M1040,M1026,M1035,M1020,B,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which MITRE ATT&CK mitigation technique can be used to restrict the use of ptrace to privileged users only?   Options:  A) M1040  B) M1026  C) M1035  D) M1020  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/008,"According to the provided text, which of the following is NOT a potential consequence of successful ptrace system call injection?",Evasion of process-based defenses,Access to the process's network resources,Elevation of privileges,Access to the process's file system,D,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: According to the provided text, which of the following is NOT a potential consequence of successful ptrace system call injection?   Options:  A) Evasion of process-based defenses  B) Access to the process's network resources  C) Elevation of privileges  D) Access to the process's file system  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/008,What is the primary purpose of monitoring for Linux-specific calls like ptrace in the context of cyber threat intelligence?,To detect malicious code injection using ptrace system calls,To identify suspicious network traffic,To track user activity on the system,To monitor system resource usage,A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: What is the primary purpose of monitoring for Linux-specific calls like ptrace in the context of cyber threat intelligence?   Options:  A) To detect malicious code injection using ptrace system calls  B) To identify suspicious network traffic  C) To track user activity on the system  D) To monitor system resource usage  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
https://attack.mitre.org/techniques/T1055/012,Which of the following MITRE ATT&CK techniques uses process hollowing to inject its payload into a new process of itself?,"S0344, Azorult","S0128, BADNEWS","S0331, Agent Tesla","S0234, Bandook",A,"You are a cybersecurity expert specializing in cyber threat intelligence. You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  Question: Which of the following MITRE ATT&CK techniques uses process hollowing to inject its payload into a new process of itself?   Options:  A) S0344, Azorult  B) S0128, BADNEWS  C) S0331, Agent Tesla  D) S0234, Bandook  Important: The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.", A
